x-axis,1
second,Volt
3.51E-02,4.58234918E+00
3.515E-02,4.61249993E+00
3.52E-02,4.58234918E+00
3.525E-02,4.65270094E+00
3.53E-02,4.62255018E+00
3.535E-02,4.58234918E+00
3.54E-02,3.963566E-02
3.545E-02,-1.06156E-02
3.55E-02,-2.066585E-02
3.555E-02,-3.07161E-02
3.56E-02,3.963566E-02
3.565E-02,4.56224868E+00
3.57E-02,4.60244968E+00
3.575E-02,4.61249993E+00
3.58E-02,4.62255018E+00
3.585E-02,4.57229893E+00
3.59E-02,4.62255018E+00
3.595E-02,-2.066585E-02
3.6E-02,-4.076635E-02
3.605E-02,-3.07161E-02
3.61E-02,-2.066585E-02
3.615E-02,9.4849E-03
3.62E-02,-4.076635E-02
3.625E-02,4.59239943E+00
3.63E-02,4.60244968E+00
3.635E-02,4.64265068E+00
3.64E-02,4.62255018E+00
3.645E-02,4.61249993E+00
3.65E-02,-5.6535E-04
3.655E-02,-5.6535E-04
3.66E-02,-5.6535E-04
3.665E-02,-4.076635E-02
3.67E-02,-5.6535E-04
3.675E-02,-1.06156E-02
3.68E-02,4.62255018E+00
3.685E-02,4.62255018E+00
3.69E-02,4.56224868E+00
3.695E-02,4.62255018E+00
3.7E-02,4.58234918E+00
3.705E-02,4.61249993E+00
3.71E-02,-5.6535E-04
3.715E-02,-2.066585E-02
3.72E-02,-5.6535E-04
3.725E-02,-5.6535E-04
3.73E-02,1.953516E-02
3.735E-02,2.958541E-02
3.74E-02,4.54214817E+00
3.745E-02,4.63260043E+00
3.75E-02,4.60244968E+00
3.755E-02,4.63260043E+00
3.76E-02,4.62255018E+00
3.765E-02,-3.07161E-02
3.77E-02,-5.6535E-04
3.775E-02,2.958541E-02
3.78E-02,-4.076635E-02
3.785E-02,-3.07161E-02
3.79E-02,-4.076635E-02
3.795E-02,4.58234918E+00
3.8E-02,4.58234918E+00
3.805E-02,4.61249993E+00
3.81E-02,4.62255018E+00
3.815E-02,4.65270094E+00
3.82E-02,4.58234918E+00
3.825E-02,-3.07161E-02
3.83E-02,-4.076635E-02
3.835E-02,9.4849E-03
3.84E-02,-5.6535E-04
3.845E-02,-3.07161E-02
3.85E-02,2.29089192E+00
3.855E-02,4.61249993E+00
3.86E-02,4.58234918E+00
3.865E-02,4.61249993E+00
3.87E-02,4.62255018E+00
3.875E-02,4.63260043E+00
3.88E-02,-5.6535E-04
3.885E-02,-1.06156E-02
3.89E-02,-5.6535E-04
3.895E-02,2.958541E-02
3.9E-02,-5.6535E-04
3.905E-02,1.953516E-02
3.91E-02,4.60244968E+00
3.915E-02,4.60244968E+00
3.92E-02,4.62255018E+00
3.925E-02,4.60244968E+00
3.93E-02,4.62255018E+00
3.935E-02,1.16526378E+00
3.94E-02,-5.6535E-04
3.945E-02,-1.06156E-02
3.95E-02,3.963566E-02
3.955E-02,-1.06156E-02
3.96E-02,-5.6535E-04
3.965E-02,4.60244968E+00
3.97E-02,4.62255018E+00
3.975E-02,4.65270094E+00
3.98E-02,4.66275119E+00
3.985E-02,4.62255018E+00
3.99E-02,4.64265068E+00
3.995E-02,-1.06156E-02
4E-02,-5.6535E-04
4.005E-02,3.963566E-02
4.01E-02,-5.6535E-04
4.015E-02,-3.07161E-02
4.02E-02,-4.076635E-02
4.025E-02,4.65270094E+00
4.03E-02,4.60244968E+00
4.035E-02,4.58234918E+00
4.04E-02,4.58234918E+00
4.045E-02,4.59239943E+00
4.05E-02,-2.066585E-02
4.055E-02,9.4849E-03
4.06E-02,-5.6535E-04
4.065E-02,1.953516E-02
4.07E-02,-2.066585E-02
4.075E-02,-5.6535E-04
4.08E-02,4.62255018E+00
4.085E-02,4.59239943E+00
4.09E-02,4.60244968E+00
4.095E-02,4.58234918E+00
4.1E-02,4.62255018E+00
4.105E-02,4.59239943E+00
4.11E-02,-2.066585E-02
4.115E-02,-2.066585E-02
4.12E-02,-4.076635E-02
4.125E-02,-2.066585E-02
4.13E-02,1.953516E-02
4.135E-02,-1.06156E-02
4.14E-02,4.62255018E+00
4.145E-02,4.61249993E+00
4.15E-02,4.60244968E+00
4.155E-02,4.65270094E+00
4.16E-02,4.58234918E+00
4.165E-02,4.62255018E+00
4.17E-02,4.60244968E+00
4.175E-02,4.56224868E+00
4.18E-02,4.66275119E+00
4.185E-02,4.64265068E+00
4.19E-02,4.60244968E+00
4.195E-02,-5.6535E-04
4.2E-02,3.963566E-02
4.205E-02,-4.076635E-02
4.21E-02,-5.6535E-04
4.215E-02,2.958541E-02
4.22E-02,3.963566E-02
4.225E-02,3.963566E-02
4.23E-02,-5.6535E-04
4.235E-02,-1.06156E-02
4.24E-02,-5.6535E-04
4.245E-02,-3.07161E-02
4.25E-02,4.58234918E+00
4.255E-02,4.58234918E+00
4.26E-02,4.58234918E+00
4.265E-02,4.59239943E+00
4.27E-02,4.60244968E+00
4.275E-02,4.60244968E+00
4.28E-02,4.54214817E+00
4.285E-02,4.58234918E+00
4.29E-02,4.58234918E+00
4.295E-02,4.58234918E+00
4.3E-02,4.62255018E+00
4.305E-02,3.4667713E+00
4.31E-02,-6.086685E-02
4.315E-02,-1.06156E-02
4.32E-02,-5.6535E-04
4.325E-02,4.968591E-02
4.33E-02,-2.066585E-02
4.335E-02,-2.066585E-02
4.34E-02,-4.076635E-02
4.345E-02,-4.076635E-02
4.35E-02,1.953516E-02
4.355E-02,-1.06156E-02
4.36E-02,3.963566E-02
4.365E-02,4.61249993E+00
4.37E-02,4.60244968E+00
4.375E-02,4.63260043E+00
4.38E-02,4.66275119E+00
4.385E-02,4.63260043E+00
4.39E-02,4.60244968E+00
4.395E-02,-3.07161E-02
4.4E-02,-4.076635E-02
4.405E-02,-4.076635E-02
4.41E-02,-5.6535E-04
4.415E-02,1.953516E-02
4.42E-02,-5.6535E-04
4.425E-02,4.59239943E+00
4.43E-02,4.62255018E+00
4.435E-02,4.54214817E+00
4.44E-02,4.66275119E+00
4.445E-02,4.63260043E+00
4.45E-02,-6.086685E-02
4.455E-02,-1.06156E-02
4.46E-02,-5.6535E-04
4.465E-02,-5.6535E-04
4.47E-02,-4.076635E-02
4.475E-02,4.968591E-02
4.48E-02,4.54214817E+00
4.485E-02,4.61249993E+00
4.49E-02,4.58234918E+00
4.495E-02,4.65270094E+00
4.5E-02,4.62255018E+00
4.505E-02,4.61249993E+00
4.51E-02,4.60244968E+00
4.515E-02,4.64265068E+00
4.52E-02,4.62255018E+00
4.525E-02,4.65270094E+00
4.53E-02,4.58234918E+00
4.535E-02,-2.066585E-02
4.54E-02,3.963566E-02
4.545E-02,-5.6535E-04
4.55E-02,-2.066585E-02
4.555E-02,-5.08166E-02
4.56E-02,-5.6535E-04
4.565E-02,-5.08166E-02
4.57E-02,-5.6535E-04
4.575E-02,-5.6535E-04
4.58E-02,-5.6535E-04
4.585E-02,9.4849E-03
4.59E-02,-2.066585E-02
4.595E-02,4.62255018E+00
4.6E-02,4.58234918E+00
4.605E-02,4.65270094E+00
4.61E-02,4.58234918E+00
4.615E-02,4.59239943E+00
4.62E-02,4.58234918E+00
4.625E-02,4.58234918E+00
4.63E-02,4.62255018E+00
4.635E-02,4.59239943E+00
4.64E-02,4.58234918E+00
4.645E-02,4.61249993E+00
4.65E-02,-4.076635E-02
4.655E-02,2.958541E-02
4.66E-02,3.963566E-02
4.665E-02,-3.07161E-02
4.67E-02,-5.6535E-04
4.675E-02,-5.6535E-04
4.68E-02,-8.096736E-02
4.685E-02,6.978641E-02
4.69E-02,-5.6535E-04
4.695E-02,9.4849E-03
4.7E-02,-5.6535E-04
4.705E-02,-3.07161E-02
4.71E-02,4.62255018E+00
4.715E-02,4.59239943E+00
4.72E-02,4.58234918E+00
4.725E-02,4.65270094E+00
4.73E-02,4.60244968E+00
4.735E-02,9.4849E-03
4.74E-02,-4.076635E-02
4.745E-02,9.4849E-03
4.75E-02,-5.6535E-04
4.755E-02,-3.07161E-02
4.76E-02,-8.096736E-02
4.765E-02,4.60244968E+00
4.77E-02,4.60244968E+00
4.775E-02,4.61249993E+00
4.78E-02,4.58234918E+00
4.785E-02,4.58234918E+00
4.79E-02,4.62255018E+00
4.795E-02,4.55219842E+00
4.8E-02,4.58234918E+00
4.805E-02,4.59239943E+00
4.81E-02,4.60244968E+00
4.815E-02,4.56224868E+00
4.82E-02,-4.076635E-02
4.825E-02,-5.6535E-04
4.83E-02,3.963566E-02
4.835E-02,-1.06156E-02
4.84E-02,-5.6535E-04
4.845E-02,-6.086685E-02
4.85E-02,-2.066585E-02
4.855E-02,2.958541E-02
4.86E-02,-5.6535E-04
4.865E-02,2.958541E-02
4.87E-02,-2.066585E-02
4.875E-02,9.4849E-03
4.88E-02,4.62255018E+00
4.885E-02,4.61249993E+00
4.89E-02,4.58234918E+00
4.895E-02,4.59239943E+00
4.9E-02,4.58234918E+00
4.905E-02,4.60244968E+00
4.91E-02,4.60244968E+00
4.915E-02,4.60244968E+00
4.92E-02,4.58234918E+00
4.925E-02,4.56224868E+00
4.93E-02,4.60244968E+00
4.935E-02,-4.076635E-02
4.94E-02,-5.6535E-04
4.945E-02,-5.6535E-04
4.95E-02,-5.6535E-04
4.955E-02,2.958541E-02
4.96E-02,-5.6535E-04
4.965E-02,2.958541E-02
4.97E-02,1.953516E-02
4.975E-02,-1.06156E-02
4.98E-02,-5.6535E-04
4.985E-02,-2.066585E-02
4.99E-02,-5.6535E-04
4.995E-02,4.56224868E+00
